timestamp,key
0,1
1,1
2,2
3,3
4,126
5,2
6,14
7,1
8,75
9,3
10,624
11,19
12,2
13,57
14,5
15,7
16,2
17,60
18,88
19,1
20,147
21,542
22,17
23,2
24,2
25,2
26,3
27,1
28,446
29,1
30,583
31,195
32,2
33,446
34,27
35,21
36,1
37,3
38,1
39,5
40,3
41,3
42,37
43,2
44,1
45,1
46,34
47,1
48,217
49,17
50,51
51,27
52,47
53,5
54,10
55,6
56,805
57,3
58,850
59,1
60,1
61,1
62,22
63,9
64,1
65,3
66,555
67,7
68,1
69,1
70,659
71,1
72,1
73,44
74,16
75,858
76,133
77,2
78,4
79,1
80,1
81,42
82,2
83,11
84,1
85,25
86,3
87,1
88,4
89,20
90,7
91,1
92,1
93,1
94,1
95,2
96,4
97,127
98,1
99,8
100,3
101,1
102,7
103,1
104,2
105,1
106,2
107,8
108,2
109,1
110,2
111,64
112,3
113,42
114,1
115,65
116,10
117,460
118,2
119,8
120,15
121,1
122,1
123,2
124,1
125,101
126,1
127,1
128,2
129,1
130,1
131,2
132,750
133,16
134,2
135,22
136,2
137,1
138,1
139,7
140,3
141,24
142,137
143,68
144,1
145,3
146,4
147,2
148,26
149,8
150,1
151,69
152,3
153,7
154,1
155,1
156,19
157,14
158,1
159,8
160,1
161,573
162,5
163,12
164,85
165,2
166,2
167,46
168,20
169,9
170,25
171,31
172,909
173,1
174,3
175,1
176,4
177,1
178,148
179,1
180,1
181,1
182,1
183,73
184,270
185,2
186,1
187,2
188,8
189,1
190,3
191,44
192,3
193,1000
194,35
195,1
196,5
197,20
198,3
199,1
200,1
201,3
202,13
203,2
204,4
205,15
206,2
207,25
208,3
209,764
210,1
211,5
212,9
213,39
214,1
215,8
216,2
217,2
218,1
219,2
220,1
221,2
222,14
223,1
224,1
225,2
226,1
227,4
228,18
229,17
230,5
231,2
232,1
233,3
234,1
235,5
236,18
237,10
238,2
239,1
240,1
241,191
242,1
243,105
244,8
245,1
246,1
247,682
248,1
249,1
250,1
251,1
252,59
253,3
254,7
255,1
256,8
257,1
258,82
259,2
260,4
261,82
262,11
263,35
264,49
265,95
266,10
267,9
268,1
269,1
270,17
271,335
272,1
273,52
274,2
275,25
276,2
277,21
278,20
279,59
280,69
281,1
282,2
283,3
284,226
285,1
286,5
287,1
288,1
289,27
290,2
291,2
292,53
293,1
294,10
295,1
296,102
297,3
298,13
299,12
300,1
301,1
302,1
303,1
304,1
305,2
306,211
307,6
308,1
309,9
310,1
311,3
312,362
313,60
314,13
315,1
316,13
317,1
318,1
319,2
320,23
321,48
322,1
323,82
324,1
325,4
326,1
327,116
328,76
329,6
330,1
331,216
332,1
333,1
334,1
335,1
336,34
337,1
338,18
339,1
340,16
341,50
342,3
343,2
344,72
345,130
346,5
347,1
348,1
349,94
350,2
351,1
352,2
353,26
354,2
355,14
356,2
357,1
358,2
359,176
360,3
361,2
362,38
363,3
364,25
365,33
366,104
367,1
368,1
369,1
370,15
371,3
372,7
373,1
374,2
375,1
376,1
377,17
378,2
379,3
380,2
381,1
382,22
383,1
384,7
385,2
386,4
387,2
388,2
389,1
390,1
391,83
392,3
393,1
394,41
395,58
396,62
397,1
398,13
399,11
400,8
401,3
402,2
403,3
404,85
405,697
406,8
407,29
408,19
409,52
410,1
411,3
412,3
413,31
414,4
415,25
416,45
417,3
418,8
419,27
420,189
421,383
422,4
423,4
424,1
425,975
426,8
427,1
428,1
429,1
430,2
431,25
432,953
433,1
434,5
435,12
436,27
437,9
438,1
439,1
440,1
441,34
442,3
443,28
444,6
445,47
446,1
447,41
448,1
449,95
450,44
451,4
452,10
453,3
454,1
455,13
456,2
457,844
458,7
459,1
460,50
461,136
462,1
463,45
464,1
465,121
466,2
467,13
468,12
469,23
470,10
471,172
472,35
473,18
474,22
475,16
476,4
477,318
478,2
479,9
480,906
481,7
482,802
483,4
484,1
485,44
486,4
487,6
488,3
489,4
490,1
491,2
492,35
493,4
494,2
495,6
496,740
497,4
498,3
499,6
500,10
501,2
502,1
503,1
504,2
505,32
506,2
507,2
508,6
509,3
510,2
511,1
512,19
513,430
514,2
515,1
516,343
517,1
518,123
519,266
520,37
521,18
522,11
523,3
524,442
525,7
526,711
527,1
528,2
529,3
530,1
531,4
532,1
533,1
534,3
535,28
536,3
537,1
538,37
539,1
540,212
541,3
542,38
543,1
544,10
545,88
546,8
547,3
548,7
549,20
550,2
551,1
552,53
553,1
554,1
555,1
556,6
557,1
558,206
559,2
560,22
561,20
562,26
563,12
564,1
565,2
566,2
567,104
568,18
569,4
570,336
571,467
572,156
573,1
574,15
575,4
576,1
577,4
578,8
579,152
580,1
581,2
582,1
583,3
584,1
585,12
586,154
587,1
588,1
589,11
590,30
591,2
592,17
593,37
594,4
595,3
596,5
597,5
598,88
599,20
600,130
601,131
602,2
603,2
604,15
605,3
606,116
607,5
608,5
609,1
610,1
611,9
612,1
613,100
614,5
615,1
616,2
617,3
618,252
619,1
620,1
621,1
622,147
623,1
624,4
625,7
626,8
627,1
628,1
629,145
630,5
631,7
632,123
633,6
634,16
635,1
636,1
637,630
638,1
639,476
640,1
641,1
642,913
643,6
644,479
645,3
646,239
647,1
648,442
649,216
650,1
651,1
652,1
653,1
654,2
655,18
656,1
657,1
658,1
659,1
660,78
661,40
662,2
663,1
664,4
665,72
666,1
667,5
668,2
669,23
670,76
671,2
672,86
673,2
674,3
675,2
676,2
677,3
678,3
679,3
680,1
681,33
682,498
683,6
684,1
685,1
686,74
687,8
688,536
689,6
690,1
691,1
692,10
693,40
694,1
695,1
696,19
697,1
698,14
699,10
700,5
701,6
702,1
703,1
704,4
705,1
706,1
707,1
708,11
709,17
710,1
711,15
712,1
713,1
714,7
715,59
716,1
717,2
718,1
719,5
720,12
721,4
722,2
723,1
724,5
725,4
726,11
727,2
728,2
729,2
730,1
731,1
732,4
733,28
734,1
735,1
736,1
737,98
738,73
739,14
740,1
741,79
742,2
743,5
744,1
745,1
746,1
747,1
748,23
749,1
750,1
751,8
752,1
753,1
754,7
755,1
756,43
757,1
758,8
759,3
760,1
761,112
762,4
763,5
764,782
765,2
766,2
767,59
768,99
769,2
770,5
771,2
772,17
773,1
774,15
775,12
776,2
777,1
778,3
779,3
780,15
781,25
782,1
783,8
784,2
785,3
786,19
787,93
788,3
789,70
790,18
791,458
792,68
793,2
794,61
795,1
796,18
797,3
798,56
799,95
800,1
801,2
802,92
803,20
804,2
805,1
806,1
807,1
808,1
809,1
810,19
811,1
